ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_builtup_WSF19,RP5_builtup_WSF19_exp,RP10_builtup_WSF19_exp,RP20_builtup_WSF19_exp,RP50_builtup_WSF19_exp,RP75_builtup_WSF19_exp,RP100_builtup_WSF19_exp,RP200_builtup_WSF19_exp,RP250_builtup_WSF19_exp,RP500_builtup_WSF19_exp,RP1000_builtup_WSF19_exp,RP5_builtup_WSF19_imp,RP10_builtup_WSF19_imp,RP20_builtup_WSF19_imp,RP50_builtup_WSF19_imp,RP75_builtup_WSF19_imp,RP100_builtup_WSF19_imp,RP200_builtup_WSF19_imp,RP250_builtup_WSF19_imp,RP500_builtup_WSF19_imp,RP1000_builtup_WSF19_imp,RP5_EAI,RP10_EAI,RP20_EAI,RP50_EAI,RP75_EAI,RP100_EAI,RP200_EAI,RP250_EAI,RP500_EAI,RP1000_EAI,builtup_WSF19_EAI,builtup_WSF19_EAI%
70311,703,7,KHM,Neareay,Chhuk,Kampot,Cambodia,16.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60606,606,6,KHM,Ngan,Sandan,Kampong Thom,Cambodia,35.893,0.0,0.0,0.072,0.524,0.81,0.83,1.336,1.441,2.09,2.625,0.0,0.0,0.006,0.041,0.086,0.118,0.229,0.266,0.4,0.576,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.005,0.015
210905,2109,21,KHM,Nhaeng Nhang,Tram Kak,Takeo,Cambodia,39.033,3.912,4.683,4.92,5.756,5.842,6.069,6.694,6.761,7.324,7.81,0.304,0.409,0.491,0.598,0.635,0.665,0.734,0.753,0.82,0.886,0.061,0.041,0.025,0.018,0.004,0.002,0.004,0.001,0.002,0.001,0.158,0.404
160103,1601,16,KHM,Nhang,Andoung Meas,Ratanak Kiri,Cambodia,22.999,0.489,0.829,1.231,1.808,1.878,1.878,1.913,2.756,3.482,3.482,0.229,0.448,0.803,1.335,1.522,1.615,1.752,1.909,2.806,3.209,0.046,0.045,0.04,0.04,0.01,0.005,0.009,0.002,0.006,0.003,0.206,0.895
200202,2002,20,KHM,Nhor,Kampong Rou,Svay Rieng,Cambodia,48.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11001,110,1,KHM,Nimitt,Paoy Paet,Banteay Meanchey,Cambodia,252.453,121.992,133.724,138.771,143.704,145.515,146.667,149.339,150.311,153.558,157.665,25.675,31.59,36.758,41.959,44.005,45.389,48.528,49.512,52.485,55.473,5.135,3.159,1.838,1.259,0.293,0.151,0.243,0.05,0.105,0.055,12.288,4.867
60205,602,6,KHM,Nipech,Kampong Svay,Kampong Thom,Cambodia,21.368,0.128,0.163,0.349,0.389,0.391,0.424,0.458,0.458,0.458,0.595,0.027,0.048,0.07,0.093,0.101,0.108,0.127,0.132,0.147,0.164,0.005,0.005,0.004,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.019,0.088
121203,1212,12,KHM,Nirouth,Chbar Ampov,Phnom Penh,Cambodia,390.778,0.0,0.0,0.0,176.243,234.768,253.289,304.158,334.953,358.434,365.677,0.0,0.0,0.0,45.403,74.76,90.63,139.462,157.551,194.243,219.313,0.0,0.0,0.0,1.362,0.498,0.302,0.697,0.158,0.388,0.219,3.625,0.928
50103,501,5,KHM,Nitean,Basedth,Kampong Speu,Cambodia,76.005,3.872,6.129,7.286,8.893,10.462,11.492,15.586,15.966,18.395,19.078,0.15,0.338,0.474,0.662,0.772,0.856,1.105,1.167,1.401,1.593,0.03,0.034,0.024,0.02,0.005,0.003,0.006,0.001,0.003,0.002,0.127,0.166
170105,1701,17,KHM,Nokor Pheas,Angkor Chum,Siemreap,Cambodia,48.278,1.057,3.396,7.315,12.607,15.883,17.99,19.536,19.663,21.299,24.294,0.045,0.202,0.418,0.755,0.951,1.092,1.355,1.428,1.681,1.979,0.009,0.02,0.021,0.023,0.006,0.004,0.007,0.001,0.003,0.002,0.096,0.2
171005,1710,17,KHM,Nokor Thum,Siem Reap,Siemreap,Cambodia,153.488,8.926,12.076,41.501,48.147,48.309,48.854,49.601,50.303,52.197,54.994,1.786,2.774,8.98,12.455,13.3,13.812,14.819,15.106,15.872,16.617,0.357,0.277,0.449,0.374,0.089,0.046,0.074,0.015,0.032,0.017,1.73,1.127
20802,208,2,KHM,Norea,Sangkae,Battambang,Cambodia,40.525,0.0,0.033,0.289,0.967,1.364,1.647,2.347,2.488,2.942,4.247,0.0,0.001,0.025,0.103,0.134,0.156,0.219,0.238,0.316,0.575,0.0,0.0,0.001,0.003,0.001,0.001,0.001,0.0,0.001,0.001,0.008,0.021
121304,1213,12,KHM,Olympic,Boeng Keng Kang,Phnom Penh,Cambodia,26.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20307,203,2,KHM,Omal,Battambang,Battambang,Cambodia,119.167,0.0,0.116,2.978,6.345,14.581,18.022,26.112,28.584,32.734,35.18,0.0,0.005,0.189,0.41,0.725,0.947,1.548,1.746,2.285,2.763,0.0,0.001,0.009,0.012,0.005,0.003,0.008,0.002,0.005,0.003,0.047,0.039
210908,2109,21,KHM,Otdam Soriya,Tram Kak,Takeo,Cambodia,87.358,5.529,7.836,9.935,10.814,11.089,11.503,12.557,12.665,13.669,14.569,0.344,0.494,0.654,0.825,0.894,0.948,1.086,1.127,1.27,1.419,0.069,0.049,0.033,0.025,0.006,0.003,0.005,0.001,0.003,0.001,0.195,0.223
50607,506,5,KHM,Ou,Phnum Sruoch,Kampong Speu,Cambodia,101.527,0.0,0.0,0.012,0.012,0.012,0.012,0.013,0.013,0.218,0.218,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.009,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10605,106,1,KHM,Ou Ambel,Serei Saophoan,Banteay Meanchey,Cambodia,249.487,0.0,12.982,15.332,16.927,17.21,17.933,18.961,19.646,21.904,22.182,0.0,2.927,3.665,4.797,5.493,6.025,7.228,7.613,8.852,10.101,0.0,0.293,0.183,0.144,0.037,0.02,0.036,0.008,0.018,0.01,0.748,0.3
240204,2402,24,KHM,Ou Andoung,Sala Krau,Pailin,Cambodia,45.602,1.973,4.924,7.301,8.997,9.481,9.797,10.283,10.44,11.012,11.321,0.179,0.512,0.752,1.066,1.176,1.264,1.451,1.51,1.696,1.878,0.036,0.051,0.038,0.032,0.008,0.004,0.007,0.002,0.003,0.002,0.183,0.401
180403,1804,18,KHM,Ou Bak Roteh,Kampong Seila,Preah Sihanouk,Cambodia,28.364,0.206,0.593,2.352,2.997,3.032,3.037,3.357,3.568,4.013,5.702,0.022,0.045,0.11,0.182,0.206,0.225,0.284,0.309,0.466,0.82,0.004,0.004,0.006,0.005,0.001,0.001,0.001,0.0,0.001,0.001,0.026,0.09
10509,105,1,KHM,Ou Beichoan,Ou Chrov,Banteay Meanchey,Cambodia,119.755,15.749,32.029,38.449,51.296,57.087,61.36,67.217,67.276,74.406,76.816,1.312,4.276,5.566,7.707,8.806,9.611,11.429,11.974,14.08,16.249,0.262,0.428,0.278,0.231,0.059,0.032,0.057,0.012,0.028,0.016,1.404,1.172
20309,203,2,KHM,Ou Char,Battambang,Battambang,Cambodia,233.567,0.0,0.0,25.48,87.335,98.056,106.401,119.517,122.349,129.877,136.947,0.0,0.0,1.355,4.991,6.496,7.581,9.974,10.673,12.679,14.518,0.0,0.0,0.068,0.15,0.043,0.025,0.05,0.011,0.025,0.015,0.386,0.165
180205,1802,18,KHM,Ou Chrov,Prey Nob,Preah Sihanouk,Cambodia,13.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160605,1606,16,KHM,Ou Chum,Ou Chum,Ratanak Kiri,Cambodia,41.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21203,212,2,KHM,Ou Da,Kamrieng,Battambang,Cambodia,85.471,7.27,12.441,16.196,19.758,21.263,21.773,22.984,23.125,24.506,26.999,1.001,1.999,3.062,4.528,5.14,5.537,6.501,6.805,7.84,8.944,0.2,0.2,0.153,0.136,0.034,0.018,0.033,0.007,0.016,0.009,0.806,0.943
20808,208,2,KHM,Ou Dambang Muoy,Sangkae,Battambang,Cambodia,99.653,0.318,0.514,0.783,3.073,6.648,8.189,11.914,12.821,15.408,19.061,0.019,0.062,0.095,0.211,0.368,0.479,0.799,0.919,1.336,1.887,0.004,0.006,0.005,0.006,0.002,0.002,0.004,0.001,0.003,0.002,0.035,0.035
20809,208,2,KHM,Ou Dambang Pir,Sangkae,Battambang,Cambodia,91.818,12.586,20.99,27.851,34.026,38.395,41.484,46.105,47.898,52.323,54.486,0.711,1.327,2.59,5.25,6.611,7.682,10.503,11.418,14.394,17.466,0.142,0.133,0.129,0.158,0.044,0.026,0.053,0.011,0.029,0.017,0.742,0.808
60304,603,6,KHM,Ou Kanthor,Stueng Saen,Kampong Thom,Cambodia,43.166,0.0,0.0,30.958,38.688,39.229,39.531,40.351,40.374,40.814,40.814,0.0,0.0,2.52,6.772,8.048,8.904,10.727,11.273,12.817,14.211,0.0,0.0,0.126,0.203,0.054,0.03,0.054,0.011,0.026,0.014,0.517,1.198
230203,2302,23,KHM,Ou Krasar,Kaeb,Kep,Cambodia,34.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100405,1004,10,KHM,Ou Krieng,Sambour,Kratie,Cambodia,71.56,3.807,4.837,6.238,8.657,9.399,10.236,10.565,11.46,12.338,12.754,1.164,1.833,2.584,3.665,4.207,4.611,5.539,5.845,6.78,7.615,0.233,0.183,0.129,0.11,0.028,0.015,0.028,0.006,0.014,0.008,0.753,1.053
31506,315,3,KHM,Ou Mlu,Stueng Trang,Kampong Cham,Cambodia,59.119,0.132,0.179,0.179,0.252,0.394,0.394,0.457,0.457,0.522,0.916,0.033,0.044,0.053,0.068,0.087,0.099,0.135,0.148,0.203,0.326,0.007,0.004,0.003,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.018,0.031
190204,1902,19,KHM,Ou Mreah,Siem Bouk,Stung Treng,Cambodia,11.737,3.455,3.567,3.909,4.474,4.52,4.52,4.853,5.282,5.406,5.47,1.665,2.068,2.388,2.793,2.959,3.063,3.291,3.378,3.635,3.89,0.333,0.207,0.119,0.084,0.02,0.01,0.016,0.003,0.007,0.004,0.804,6.85
180206,1802,18,KHM,Ou Oknha Heng,Prey Nob,Preah Sihanouk,Cambodia,54.388,0.0,0.058,0.081,0.199,0.199,0.318,0.577,0.595,0.906,1.197,0.0,0.002,0.004,0.021,0.028,0.039,0.077,0.09,0.138,0.205,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004
10206,102,1,KHM,Ou Prasat,Mongkol Borei,Banteay Meanchey,Cambodia,229.593,11.452,17.48,21.163,42.807,52.412,55.278,60.414,61.703,69.975,72.65,1.655,3.277,4.502,7.063,8.618,9.532,11.622,12.277,14.472,16.581,0.331,0.328,0.225,0.212,0.057,0.032,0.058,0.012,0.029,0.017,1.301,0.567
190506,1905,19,KHM,Ou Rai,Thala Barivat,Stung Treng,Cambodia,19.067,16.51,16.511,16.522,16.528,16.528,16.528,16.528,16.528,16.528,16.528,15.705,15.998,16.178,16.315,16.355,16.38,16.422,16.434,16.458,16.475,3.141,1.6,0.809,0.489,0.109,0.055,0.082,0.016,0.033,0.016,6.351,33.307
40506,405,4,KHM,Ou Ruessei,Kampong Tralach,Kampong Chhnang,Cambodia,120.662,0.0,0.0,5.634,7.405,7.643,7.643,8.871,9.381,9.714,10.552,0.0,0.0,1.273,2.87,3.001,3.081,3.285,3.344,3.477,3.615,0.0,0.0,0.064,0.086,0.02,0.01,0.016,0.003,0.007,0.004,0.21,0.174
100210,1002,10,KHM,Ou Ruessei,Kracheh,Kratie,Cambodia,170.17,15.831,20.036,24.659,27.521,28.375,29.116,33.673,34.553,38.882,44.745,7.223,9.699,12.378,15.848,17.232,18.187,20.696,21.534,24.302,27.615,1.445,0.97,0.619,0.475,0.115,0.061,0.103,0.022,0.049,0.028,3.886,2.283
190205,1902,19,KHM,Ou Ruessei Kandal,Siem Bouk,Stung Treng,Cambodia,15.313,0.162,0.278,0.289,0.289,0.386,0.386,0.386,0.403,0.403,0.403,0.094,0.122,0.143,0.164,0.177,0.185,0.204,0.21,0.225,0.239,0.019,0.012,0.007,0.005,0.001,0.001,0.001,0.0,0.0,0.0,0.047,0.306
120303,1203,12,KHM,Ou Ruessei Ti Bei,Prampir Meakkakra,Phnom Penh,Cambodia,9.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120304,1203,12,KHM,Ou Ruessei Ti Buon,Prampir Meakkakra,Phnom Penh,Cambodia,7.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120301,1203,12,KHM,Ou Ruessei Ti Muoy,Prampir Meakkakra,Phnom Penh,Cambodia,17.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120302,1203,12,KHM,Ou Ruessei Ti Pir,Prampir Meakkakra,Phnom Penh,Cambodia,10.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21105,211,2,KHM,Ou Rumduol,Phnum Proek,Battambang,Cambodia,131.851,19.748,21.855,24.215,27.379,28.744,29.531,31.381,31.975,32.986,36.632,3.807,4.759,5.71,7.096,7.709,8.102,9.184,9.528,10.46,12.146,0.761,0.476,0.286,0.213,0.051,0.027,0.046,0.01,0.021,0.012,1.903,1.443
10903,109,1,KHM,Ou Sampoar,Malai,Banteay Meanchey,Cambodia,85.738,25.616,41.954,45.14,48.115,49.089,49.556,50.953,50.974,52.952,53.39,3.138,5.723,7.053,8.359,8.866,9.203,9.982,10.21,10.958,11.634,0.628,0.572,0.353,0.251,0.059,0.031,0.05,0.01,0.022,0.012,1.987,2.317
20903,209,2,KHM,Ou Samril,Samlout,Battambang,Cambodia,37.139,0.0,0.087,0.087,0.09,0.101,0.101,0.101,0.166,0.563,0.704,0.0,0.01,0.016,0.025,0.03,0.034,0.043,0.05,0.105,0.247,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01
150308,1503,15,KHM,Ou Sandan,Krakor,Pursat,Cambodia,27.262,0.0,0.012,0.254,7.759,9.718,9.94,10.832,11.072,12.175,12.556,0.0,0.002,0.015,0.373,0.516,0.587,0.759,0.813,0.988,1.15,0.0,0.0,0.001,0.011,0.003,0.002,0.004,0.001,0.002,0.001,0.025,0.093
150601,1506,15,KHM,Ou Saom,Veal Veaeng,Pursat,Cambodia,18.139,0.058,0.51,1.097,1.097,1.097,1.097,1.108,1.108,1.108,1.119,0.019,0.068,0.149,0.257,0.302,0.332,0.399,0.417,0.47,0.532,0.004,0.007,0.007,0.008,0.002,0.001,0.002,0.0,0.001,0.001,0.033,0.181
210906,2109,21,KHM,Ou Saray,Tram Kak,Takeo,Cambodia,95.864,0.066,0.221,0.225,0.69,0.898,1.052,1.167,1.259,1.488,1.653,0.017,0.03,0.038,0.065,0.085,0.101,0.136,0.151,0.211,0.263,0.003,0.003,0.002,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.013,0.013
220405,2204,22,KHM,Ou Smach,Samraong,Oddar Meanchey,Cambodia,77.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10904,109,1,KHM,Ou Sralau,Malai,Banteay Meanchey,Cambodia,54.404,2.263,9.678,15.305,21.088,22.396,22.784,23.56,24.304,29.007,30.376,0.319,1.016,1.871,2.78,3.141,3.37,3.883,4.057,4.687,5.242,0.064,0.102,0.094,0.083,0.021,0.011,0.019,0.004,0.009,0.005,0.413,0.759
30610,306,3,KHM,Ou Svay,Kampong Siem,Kampong Cham,Cambodia,65.973,0.293,0.293,0.688,0.998,0.998,1.223,1.223,1.223,1.223,1.923,0.075,0.077,0.093,0.115,0.124,0.136,0.153,0.158,0.175,0.335,0.015,0.008,0.005,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.034,0.051
190601,1906,19,KHM,Ou Svay,Borei O'Svay Sen C,Stung Treng,Cambodia,11.597,3.861,4.518,4.706,5.618,5.853,5.884,6.175,6.395,7.636,8.726,2.4,2.794,3.175,3.652,3.901,4.07,4.462,4.596,5.138,5.815,0.48,0.279,0.159,0.11,0.026,0.014,0.022,0.005,0.01,0.006,1.11,9.574
220503,2205,22,KHM,Ou Svay,Trapeang Prasat,Oddar Meanchey,Cambodia,12.151,0.012,0.037,0.072,0.431,0.431,0.431,0.431,0.431,0.55,0.575,0.003,0.007,0.011,0.05,0.07,0.085,0.121,0.132,0.188,0.236,0.001,0.001,0.001,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.005,0.045
20203,202,2,KHM,Ou Ta Ki,Thma Koul,Battambang,Cambodia,189.019,3.511,4.613,11.276,22.421,26.122,28.639,34.508,35.91,44.908,57.912,0.324,0.594,1.184,2.177,2.652,3.025,3.954,4.246,5.477,7.098,0.065,0.059,0.059,0.065,0.018,0.01,0.02,0.004,0.011,0.007,0.319,0.169
150105,1501,15,KHM,Ou Ta Paong,Bakan,Pursat,Cambodia,96.435,0.0,0.0,0.0,0.839,20.372,33.089,45.441,49.608,63.738,77.089,0.0,0.0,0.0,0.075,1.846,3.848,8.518,10.239,16.946,25.33,0.0,0.0,0.0,0.002,0.012,0.013,0.043,0.01,0.034,0.025,0.139,0.145
240102,2401,24,KHM,Ou Ta Vau,Pailin,Pailin,Cambodia,107.193,2.37,3.034,3.62,3.836,5.042,5.523,6.111,6.176,6.906,8.289,0.3,0.398,0.5,0.634,0.877,0.943,1.113,1.169,1.492,1.756,0.06,0.04,0.025,0.019,0.006,0.003,0.006,0.001,0.003,0.002,0.164,0.153
180302,1803,18,KHM,Ou Treh,Stueng Hav,Preah Sihanouk,Cambodia,70.09,2.009,4.865,6.762,8.034,8.335,8.431,9.506,9.594,9.659,10.059,0.27,0.486,0.8,1.163,1.324,1.459,1.811,1.92,2.235,2.525,0.054,0.049,0.04,0.035,0.009,0.005,0.009,0.002,0.004,0.003,0.209,0.299
121403,1214,12,KHM,Ovlaok,Kamboul,Phnom Penh,Cambodia,57.053,0.046,0.457,0.569,0.677,0.677,0.677,0.725,0.725,0.793,0.84,0.004,0.019,0.047,0.079,0.091,0.099,0.117,0.124,0.144,0.166,0.001,0.002,0.002,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.01,0.017
160908,1609,16,KHM,Pa Kalan,Veun Sai,Ratanak Kiri,Cambodia,12.085,4.851,8.346,10.129,10.977,10.977,10.977,10.977,10.977,11.016,11.25,1.763,3.618,5.649,7.548,8.253,8.66,9.404,9.596,10.063,10.431,0.353,0.362,0.282,0.226,0.055,0.029,0.047,0.01,0.02,0.01,1.394,11.538
160704,1607,16,KHM,Pa Te,Ou Ya Dav,Ratanak Kiri,Cambodia,32.825,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.032,0.033,0.034,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.006,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.04
240101,2401,24,KHM,Pailin,Pailin,Pailin,Cambodia,152.489,0.57,0.703,1.155,2.36,2.964,4.037,5.131,5.183,5.45,5.85,0.038,0.086,0.134,0.252,0.327,0.401,0.599,0.652,0.839,1.09,0.008,0.009,0.007,0.008,0.002,0.001,0.003,0.001,0.002,0.001,0.04,0.026
90501,905,9,KHM,Pak Khlang,Mondol Seima,Koh Kong,Cambodia,136.291,0.906,0.958,1.394,1.43,1.505,1.991,2.23,3.579,11.255,15.043,0.808,0.831,0.913,1.097,1.195,1.313,1.656,1.983,4.975,9.392,0.162,0.083,0.046,0.033,0.008,0.004,0.008,0.002,0.01,0.009,0.365,0.268
160703,1607,16,KHM,Pak Nhai,Ou Ya Dav,Ratanak Kiri,Cambodia,37.096,0.0,0.161,0.483,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.0,0.02,0.151,0.389,0.451,0.482,0.528,0.539,0.575,0.582,0.0,0.002,0.008,0.012,0.003,0.002,0.003,0.001,0.001,0.001,0.031,0.083
130802,1308,13,KHM,Pal Hal,Preah Vihear,Preah Vihear,Cambodia,129.607,0.0,0.0,0.381,0.581,0.581,0.771,1.047,1.57,1.984,2.335,0.0,0.0,0.048,0.176,0.239,0.291,0.42,0.5,0.799,1.109,0.0,0.0,0.002,0.005,0.002,0.001,0.002,0.001,0.002,0.001,0.016,0.012
11002,110,1,KHM,Paoy Paet,Paoy Paet,Banteay Meanchey,Cambodia,774.027,0.638,27.255,50.279,66.705,78.646,87.746,111.354,120.83,141.194,160.324,0.028,4.314,9.716,13.111,14.93,16.527,20.397,21.729,25.742,29.838,0.006,0.431,0.486,0.393,0.1,0.055,0.102,0.022,0.051,0.03,1.676,0.216
30303,303,3,KHM,Pdau Chum,Cheung Prey,Kampong Cham,Cambodia,127.458,0.0,0.0,0.0,0.375,2.303,2.674,4.675,4.713,9.417,15.984,0.0,0.0,0.0,0.034,0.246,0.427,0.937,1.086,1.724,3.087,0.0,0.0,0.0,0.001,0.002,0.001,0.005,0.001,0.003,0.003,0.016,0.013
210209,2102,21,KHM,Pea Ream,Bati,Takeo,Cambodia,84.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170203,1702,17,KHM,Peak Snaeng,Angkor Thum,Siemreap,Cambodia,45.89,0.326,0.655,1.02,2.487,2.581,2.692,2.874,2.921,3.043,3.268,0.029,0.048,0.07,0.135,0.154,0.168,0.2,0.21,0.239,0.272,0.006,0.005,0.003,0.004,0.001,0.001,0.001,0.0,0.0,0.0,0.022,0.047
40704,407,4,KHM,Peam,Sameakki Mean Chey,Kampong Chhnang,Cambodia,52.554,0.0,0.0,0.063,0.274,0.274,0.379,0.379,0.379,0.607,0.607,0.0,0.0,0.002,0.008,0.009,0.013,0.021,0.023,0.036,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
20505,205,2,KHM,Peam Aek,Aek Phnum,Battambang,Cambodia,83.264,0.093,0.234,0.558,0.745,1.103,4.172,9.736,11.791,15.886,18.56,0.003,0.015,0.035,0.058,0.081,0.198,0.582,0.75,1.299,1.913,0.001,0.001,0.002,0.002,0.001,0.001,0.003,0.001,0.003,0.002,0.015,0.018
60807,608,6,KHM,Peam Bang,Stoung,Kampong Thom,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40204,402,4,KHM,Peam Chhkaok,Chol Kiri,Kampong Chhnang,Cambodia,19.523,0.162,0.165,3.074,14.183,16.28,16.28,17.946,17.946,18.157,19.441,0.01,0.013,0.425,4.674,5.833,6.49,7.879,8.645,10.471,13.406,0.002,0.001,0.021,0.14,0.039,0.022,0.039,0.009,0.021,0.013,0.308,1.576
30704,307,3,KHM,Peam Chi Kang,Kang Meas,Kampong Cham,Cambodia,49.76,2.139,4.827,6.112,8.375,10.499,12.722,14.103,15.806,18.776,21.535,0.701,1.881,3.025,4.239,4.903,5.721,7.269,7.691,8.924,10.146,0.14,0.188,0.151,0.127,0.033,0.019,0.036,0.008,0.018,0.01,0.731,1.468
250215,2502,25,KHM,Peam Chileang,Tboung Khmum,Tboung Khmum,Cambodia,54.158,0.415,2.835,6.031,11.184,14.877,17.539,27.16,29.055,33.038,37.85,0.094,0.507,1.53,4.344,5.903,7.446,11.286,12.531,16.091,19.902,0.019,0.051,0.076,0.13,0.039,0.025,0.056,0.013,0.032,0.02,0.461,0.852
31507,315,3,KHM,Peam Kaoh Snar,Stueng Trang,Kampong Cham,Cambodia,75.749,40.773,43.369,50.593,56.222,59.195,61.127,67.382,68.378,70.312,71.99,16.102,18.779,22.495,28.838,31.807,34.166,40.131,42.103,47.585,52.564,3.22,1.878,1.125,0.865,0.212,0.114,0.201,0.042,0.095,0.053,7.805,10.303
90502,905,9,KHM,Peam Krasaob,Mondol Seima,Koh Kong,Cambodia,0.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
140704,1407,14,KHM,Peam Mean Chey,Peam Ro,Prey Veng,Cambodia,29.821,0.0,0.0,0.0,0.0,0.001,0.002,3.217,3.83,6.866,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.646,1.546,2.475,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.003,0.002,0.009,0.029
140308,1403,14,KHM,Peam Montear,Kampong Trabaek,Prey Veng,Cambodia,45.085,0.0,0.133,0.319,3.136,5.494,8.614,24.767,27.796,36.569,40.511,0.0,0.007,0.026,0.346,0.671,1.014,3.823,4.764,9.077,12.182,0.0,0.001,0.001,0.01,0.004,0.003,0.019,0.005,0.018,0.012,0.074,0.165
80607,806,8,KHM,Peam Oknha Ong,Lvea Aem,Kandal,Cambodia,74.997,0.0,0.0,0.0,1.469,3.863,6.66,11.014,11.725,15.41,20.984,0.0,0.0,0.0,0.233,0.798,1.232,2.489,2.937,4.448,6.346,0.0,0.0,0.0,0.007,0.005,0.004,0.012,0.003,0.009,0.006,0.047,0.063
